mapped_to,repository
simex,https://github.com/crdoconnor/simex
simglucose,https://github.com/jxx123/simglucose
similar,http://github.com/ncrocfer/similar
similarity,https://github.com/idin/similarity
SIMLR,https://github.com/bowang87/SIMLR-PY
Simon,https://github.com/dirn/Simon
simp,https://github.com/rec/simp
simpa,https://github.com/CAMI-DKFZ/simpa
simpack,https://github.com/sim1234/Simpack
simpful,https://github.com/aresio/simpful
simpl,https://github.com/checkmate/simpl
Simplate,https://github.com/krkimery/simplate
SimpleITK,https://github.com/SimpleITK/SimpleITK
simplejson,https://github.com/simplejson/simplejson
SimpleWallet,https://github.com/mystic-repo/SimpleWallet
simplex,https://github.com/shosatojp/simplex
simplify,https://github.com/eschanet/simplify
sims,https://github.com/zanpeeters/sims
simsam,https://github.com/Pseudomanifold/Simsam
SimSearch,https://github.com/alexksikes/SimSearch
simsim,https://github.com/kidig/simsim
SimStat,https://github.com/atmostafa/simstat
simtk,https://github.com/sim-reconstruction/simtk
simu,https://github.com/uncle-lv/simu
simulate,https://github.com/frnsys/simulate
simulation,https://github.com/jor-/measurements
simulations,https://github.com/jor-/measurements
sin,https://github.com/Kreusada/Sin
sina,https://github.com/dicaso/sina
sing,https://github.com/dariosky/python-sing
single,https://github.com/tengu/py-single
sintel,https://github.com/signals-dev/sintel
sipprverse,https://github.com/OLC-Bioinformatics/sipprverse
SIPSim,https://github.com/nick-youngblut/SIPSim
SIR,https://github.com/dbarrosop/sir
siro,https://github.com/fear/siro
sis,http://github.com/lordi/sisyphus
sitemap,https://github.com/cxmcc/sitemap-python
sitetest,https://github.com/ninapavlich/sitetest
situla,https://github.com/andyreagan/situla
Sixpack,http://github.com/seatgeek/sixpack
SJARACNe,https://github.com/jyyulab/SJARACNe
sk,https://github.com/marella/sk
ska,https://github.com/barseghyanartur/ska
skadi,https://github.com/franklinwu19/skadi
sked,https://github.com/niklongstone/sked
skeletonize,https://github.com/kavigupta/skeletonize
sketchbook,https://github.com/futursolo/sketchbook
sketcher,https://github.com/lattay/sketcher
sketchfab,https://github.com/habx/lib-py-sketchfab
skewer,https://github.com/scopely-devops/skewer
skfeature-chappers,https://github.com/chappers/scikit-feature
skflow,https://github.com/tensorflow/skflow
skiff,http://github.com/Shrugs/skiff
SkillMetrics,https://github.com/PeterRochford/SkillMetrics
skimage,https://github.com/scikit-image/scikit-image
skip-thoughts,https://github.com/RetroRabbit/skip_thoughts
sklearn-porter,https://github.com/nok/sklearn-porter
SKNet,https://github.com/zhangruochi/SKNet
skorch,https://github.com/skorch-dev/skorch
skrebate,https://github.com/EpistasisLab/scikit-rebate
sktest,https://github.com/cxyboy/sktest
sktime,https://github.com/alan-turing-institute/sktime
sktime-dl,https://github.com/uea-machine-learning/sktime-dl
skygrid,https://github.com/skygridio/skygrid-sdk-python
skywalker,https://github.com/dgerosa/skywalker
sla,https://github.com/gasymovdf/sla
slam,https://github.com/miguelgrinberg/slam
slayer,https://github.com/FrancoLM/slayer
sleuth-automation,http://github.com/sostenibilidad-unam/sleuth_automation
slice,https://github.com/DoWhileGeek/slice
slicer,https://github.com/interpretml/slicer
slide,http://github.com/fugue-project/pandasy
slider,https://github.com/llllllllll/slider
SlideRunner,http://github.com/maubreville/SlideRunner
slim,https://github.com/fy0/slim
slingshot,https://github.com/OohlaLabs/slingshot
slink,https://github.com/otosense/slink
SLIP,https://github.com/bicv/SLIP
sln,http://github.com/yjpark/sln
sloc,https://github.com/jammycakes/sloc
slope,https://github.com/ryanelliott10/slope
Slowloris,https://github.com/gkbrk/slowloris
SLPP,https://github.com/SirAnthony/slpp
slurm,https://github.com/MomsFriendlyRobotCompany/slurm
slurmpy,https://github.com/brentp/slurmpy
sm,https://github.com/mymonkey110/ssh-manager
SMACT,https://github.com/WMD-group/SMACT
smali,https://github.com/UnknownCollections/pysmali
smallrnaseq,https://github.com/dmnfarrell/smallrnaseq
smalltalk,https://github.com/jackatbancast/smalltalk
SmartCloud,https://github.com/NickMonzillo/SmartCloud
smarty,https://github.com/kpj/Smarty
SMBL,http://github.com/karel-brinda/smbl
smbus2,https://github.com/kplindegaard/smbus2
smc,http://github.com/MomsFriendlyRobotCompany/smc
smd,https://github.com/adbenitez/smd
sme,https://github.com/spatial-model-editor/spatial-model-editor
Smeagol,https://github.com/josh-kaplan/smeagol
smile,https://github.com/uta-smile/smile-python
smilite,https://github.com/rasbt/smilite
smm,https://github.com/luiscarlosgph/t-Student-Mixture-Models
smnet,https://github.com/smarsuuuuuuu/SMNet
smo,https://github.com/maurosilber/smo
smooth,https://github.com/canonical/operator
smoother,https://github.com/dsbowen/smoother
smoothie,https://github.com/TheSriram/smoothie
smorgasbord,http://github.com/jackjennings/smorgasbord
smote,https://github.com/chupati/smote
smote-variants,https://github.com/analyticalmindsltd/smote_variants
smpl,https://github.com/APN-Pucky/smpl
smqpp,https://github.com/SharonWang/smqpp
smr,https://github.com/idyedov/smr
smstools,https://github.com/t413/SMS-Tools
smtools,https://github.com/ReddingLab/smtools
smv,https://github.com/TresAmigosSD/SMV
sna,https://github.com/eaybek/sna
snafu,https://github.com/serviceprototypinglab/snafu
snapchat,https://github.com/sdushantha/snapchat
Snape,https://github.com/xiaket/Snape
snapshot,https://github.com/gemerden/snapshot
snapshotter,https://github.com/seanh/snapshotter
snaut,https://github.com/perewall/snaut
snfpy,https://github.com/rmarkello/snfpy
sniffer,http://github.com/jeffh/sniffer
snipit,https://github.com/aineniamh/snipit
snippy,https://github.com/heilaaks/snippy
snorkel,https://github.com/snorkel-team/snorkel
snow,https://github.com/rbw/snow
Snowball,https://github.com/HongJunhyoung/Snowball
snowfall,https://github.com/lowjiajin/snowfall
snp,https://github.com/frnsys/snp
snpcaller,https://github.com/Histogenetics/GenomeAnalysis
snp-caller,https://github.com/llevar/rheos
snpflip,http://github.com/endrebak/snp-flip
SNPmatch,https://github.com/Gregor-Mendel-Institute/SNPmatch
snps,https://github.com/apriha/snps
sns,https://github.com/Brett55/sns_test
snscrape,https://github.com/JustAnotherArchivist/snscrape
soap,http://github.com/mosquito/soap
Soar,https://github.com/arantonitis/soar
sobol,http://github.com/crankycoder/sobol_seq
social,https://github.com/ttm/social
SoftLayer,http://github.com/softlayer/softlayer-python
soiltexture,https://github.com/sagitta1618/soiltexture
sola,https://github.com/ihucos/sola
solid,http://github.com/haaksmash/solid
solomon,https://github.com/ztimc/solomon
Solution,http://github.com/jpscaletti/solution
solutions,https://github.com/fly/solutions
solver,https://github.com/bahrom-matyakubov/solver
som,https://github.com/vsoch/som
sommelier,https://github.com/Cobalt0s/sommelier
somo,https://github.com/GrauleM/somo
SomVarIUS,https://github.com/kylessmith/SomVarIUS
son,https://github.com/flokno/son
songbird,https://github.com/mortonjt/songbird
Sophia,https://github.com/doukremt/python-sophia
sos,https://github.com/vatlab/SoS
sound,https://github.com/gbeckers/sound
soundcloud,https://github.com/soundcloud/soundcloud-python
soundex,https://github.com/Project-SILPA/soundex
SourceWatch,https://github.com/SourceWatch/SourceWatch
sourmash,https://github.com/dib-lab/sourmash
sox,https://github.com/rabitt/pysox
sp,http://github.com/pthrasher/sp
SP2000,https://github.com/ynulihao/SP2000
sp3,https://github.com/neuromorphicsystems/sp3
spacegraphcats,https://github.com/spacegraphcats/spacegraphcats
spacepy,https://github.com/spacepy/spacepy
spacetime,https://github.com/Mondego/spacetime
spackle,https://github.com/nicholasserra/spackle
spacy,https://github.com/explosion/spaCy
spacy-langdetect,https://github.com/Abhijit-2592/spacy-langdetect
spade,https://github.com/javipalanca/spade
spanner,https://github.com/dbjohnson/python-utils
Sparks,https://github.com/binaryart/sparks
spark-submit,https://github.com/PApostol/spark-submit
sparky,https://github.com/cksisu/sparky
sparse,https://github.com/pydata/sparse
SparseArray,https://github.com/INGEOTEC/SparseArray
sparsepca,https://github.com/xinging-birds/AManPG
Spartacus,http://github.com/wind39/spartacus
spartan,http://github.com/rjpower/spartan
SPAS,https://github.com/rshk/spas
spass,https://github.com/Tauag/spass
spatial,https://github.com/mikemalinowski/spatial
SpatialDE,https://github.com/Teichlab/SpatialDE
spatialite,https://github.com/malexer/spatialite
SpatialKappa,https://github.com/davidcsterratt/SpatialKappa
spaTyper,https://github.com/JFsanchezherrero/spa_typing
spca,https://github.com/salman-kgp/easypca
spci,https://github.com/DrrDom/spci
SPDE,https://github.com/NDesassis/spde
speak,http://github.com/neilyio/figur
spec,https://github.com/bitprophet/spec
spec2nii,https://github.com/wexeee/spec2nii
spec2vec,https://github.com/iomega/spec2vec
SpecAugment,https://github.com/shelling203/SpecAugment
species,https://github.com/tomasstolker/species
specific,https://github.com/dtkav/specific
specification,https://github.com/mamrhein/specification
speckle,https://github.com/specklworks/pyspeckle
Specter,https://github.com/jmvrbanac/Specter
spectra,http://github.com/jsvine/spectra
spectrogram,https://github.com/gasparka/spectrogram
spectroscopy,https://github.com/jgoodknight/spectroscopy
spectrum,http://github.com/cokelaer/spectrum
spektral,https://github.com/danielegrattarola/spektral
spex,https://github.com/URXTech/spex
spgl1,https://github.com/drrelyea/SPGL1_python_port
sphere,https://github.com/bwesterb/py-sphere
Sphinx,https://github.com/sphinx-doc/sphinx
SPHY,https://github.com/WilcoTerink/SPHY
spi,http://github.com/tomstokes/python-spi
spicy,https://github.com/Carreau/spicy
spidev,http://github.com/doceme/py-spidev
spikecomparison,https://github.com/alejoe91/spikecomparison
spikeextractors,https://github.com/SpikeInterface/spikeextractors
spikeinterface,https://github.com/SpikeInterface/spikeinterface
spikely,https://github.com/SpikeInterface/spikely
spikesorters,https://github.com/SpikeInterface/spikesorters
spiketoolkit,https://github.com/alejoe91/spiketoolkit
spikewidgets,https://github.com/SpikeInterface/spikewidgets
spinach,https://github.com/NicolasLM/spinach
SpiNNakerGraphFrontEnd,https://github.com/SpiNNakerManchester/SpiNNakerGraphFrontEnd
spip,https://github.com/florianludwig/spip
spitz,https://github.com/hpg-cepetro/spitz
spl,https://github.com/jamesremuscat/spl
splatter,https://github.com/otosense/splatter
Spleen,https://github.com/Brightmd/Spleen
SPLICE-q,https://github.com/vrmelo/SPLICE-q
splicer,http://github.com/trivio/splicer
SpliceV,https://github.com/flemingtonlab/SpliceV
spline,https://github.com/Nachtfeuer/pipeline
splines,https://github.com/AudioSceneDescriptionFormat/splines
splits,https://github.com/stitchfix/splits
SplitStrains,https://github.com/WGS-TB/SplitStrains
splot,https://github.com/pysal/splot
spm,https://github.com/acatton/python-spm
spm12,https://github.com/AMYPAD/SPM12
spm1d,https://github.com/0todd0000/spm1d
spool,https://github.com/besmerd/spool
spooler,http://github.com/woome/spooler
spopt,https://github.com/pysal/spopt
spot,http://github.com/3kwa/spot
spotfire,https://github.com/TIBCOSoftware/spotfire-python
spp,https://github.com/hit9/spp_py
spplot,https://github.com/adzierzanowski/spplot
SPQR,https://github.com/Carreau/SPQR
Spray,http://github.com/glennyonemitsu/Spray
spread,http://github.com/vbuterin/spread
spreadsheet,https://github.com/lyda/spreadsheet
spreg,https://github.com/pysal/spreg
SPRS,https://github.com/Minege/PythonRequestSender
sputnik,https://github.com/spacy-io/sputnik
spykeutils,https://github.com/rproepp/spykeutils
spykeviewer,https://github.com/rproepp/spykeviewer
sPyNNaker,https://github.com/SpiNNakerManchester/SpyNNaker
spynner,https://github.com/kiorky/spynner
sql,http://github.com/3kwa/sql
sqlacodegen,https://github.com/agronholm/sqlacodegen
sqlcmd,https://github.com/bmc/sqlcmd
sqldf,https://github.com/christophelebrun/sqldf
squad,https://github.com/Linaro/squad
Squeak,https://github.com/EoinTravers/Squeak
squiggle,https://github.com/Benjamin-Lee/squiggle
squire,https://github.com/charlesthomas/squire
sqwrl,https://github.com/quantology/sqwrl
SR3,https://github.com/stanleyjs/SR3
sra,https://github.com/samqiu/sra
sra-py,https://github.com/Atidipt123/sra_py
src,https://github.com/mitchellrj/src
SRF,https://github.com/tech-pi/SRF
SRL,https://github.com/SimpleRegex/SRL-Python
srs,https://github.com/vrreddy695/startifiedRS
srv,https://github.com/dkter/srv
ssa,https://github.com/yannikschaelte/ssa
SSAP,https://github.com/QinYu211/SSAP
ssbio,http://github.com/SBRG/ssbio
ssc,https://github.com/Zardoz89/BTc-Sound-Codecs
ssd,https://github.com/vuolter/pySSD
sse,https://github.com/niwibe/sse
ssearch,https://github.com/xyok/ssearch
ssfp,https://github.com/mckib2/ssfp
ssh,https://github.com/bitprophet/ssh
ssim,https://github.com/rok/ssim
ssl,https://github.com/pypa/ssl
ssm,https://github.com/slinderman/ssm
SSML,https://github.com/Shinyhero36/SSML
SSO,https://github.com/RoyTseng17/SSO
ssp,http://github.com/bioidiap/ssp
ssplot,http://github.com/nicmcd/ssplot
ssr,https://github.com/hangarunderground/ssr
ssw,https://github.com/vishnubob/ssw
ssz,https://github.com/ethereum/py-ssz
st,https://github.com/sf-zhou/st
sta,https://github.com/abranhe/sta
stabilizer,https://github.com/flowerpot-ai/stabilizer
stac,https://github.com/smarter-travel-media/stac
stacking,https://github.com/ikki407/stacking
stand,https://github.com/lin-zone/stand
staNMF,https://github.com/greenelab/staNMF
star,https://github.com/dbrgn/star
staramr,https://github.com/phac-nml/staramr
starbase,https://github.com/barseghyanartur/starbase
Starbucks,https://github.com/minsoopark/starbucks-py
starfile,https://github.com/alisterburt/starfile
starfish,https://github.com/spacetx/starfish
stargaze,https://github.com/codito/stargaze
stargazer,https://github.com/mwburke/stargazer
starmie,https://github.com/hoto17296/starmie
stars,https://github.com/stevencox/stars
StarStuff,https://github.com/sbalan7/StarStuff
start,https://github.com/aldryncore/start
Starter,http://github.com/klen/starter
statannot,https://github.com/webermarcolivier/statannot
static,http://github.com/lukearno/static
station,https://github.com/freeman-lab/station
statistic,https://github.com/welitonsousa/statistic
statsmodels,https://github.com/statsmodels/statsmodels
statspackage,https://github.com/Vishalkanna2001/statistics-pyt
stb,https://github.com/abirtone/stb
stdin,https://github.com/andrewp-as-is/stdin.py
stdlib,http://github.com/exarkun/stdlib
stdpopsim,https://github.com/popsim-consortium/stdpopsim
Stego,https://github.com/jimmyou587/stegno
stella,http://github.com/afeinstein20/stella
Stencil,https://github.com/trilan/stencil
Steno,https://github.com/antonkonyshev/steno
stepwise,https://github.com/kalekundert/stepwise
stereo,https://github.com/suda/stereo
stereoscope,http://github.com/almaan/stereoscope
stick,https://github.com/brandond/stick
stim,https://github.com/quantumlib/stim
stitcher,https://github.com/gebn/stitcher
stone,https://github.com/dropbox/stone
store,https://github.com/mergeforward/store
stPlus,https://github.com/xy-chen16/stPlus
strand,https://github.com/i2mint/strand
strata,https://github.com/mahmoud/strata
strava,https://github.com/mixa2130/strava
stream,http://github.com/aht/stream.py
streamer,https://github.com/unamdev0/streamer
stress,https://github.com/mattixtech/stress
strf,https://github.com/douglas-larocca/strf
stride,https://github.com/pipelinedb/pystride
stringdb,https://github.com/gpp-rnd/stringdb
stringMLST,https://github.com/jordanlab/stringMLST
Strip,https://github.com/jtaleric/Strip
stroke,https://github.com/Exahilosys/stroke
strs,https://github.com/alexdelorenzo/strs
strum,https://github.com/kmike/strum
stud,http://github.com/kelleyk/stud
s-tui,https://github.com/amanusk/s-tui
sty,https://github.com/feluxe/sty
stylo,https://github.com/alcarney/stylo
su,https://github.com/thorwhalen/ut
suave,https://github.com/kstoreyf/suave
sub,http://github.com/leosartaj/sub
suber,https://github.com/Suparno1998/subd
subfind,https://github.com/thongdong7/subfind
subito,https://github.com/srbiotik/subito
submit,https://github.com/ucsb-cs/submit
submitter,https://github.com/BillyLiggins/Submitter
subs2vec,https://github.com/jvparidon/subs2vec
subset,https://github.com/rightbrace/subset-game
subtypes,https://github.com/malfaux/snakecheese
sudo,https://github.com/wesinator/python-sudo
suds,https://github.com/suds-community/suds
sug,https://github.com/4thel00z/sug
suggest,https://github.com/not-inept/suggest_imports
suite,https://github.com/stevepeak/suite
suite2p,https://github.com/MouseLand/suite2p
summarize,https://github.com/kharazi/summarize
summary,https://github.com/after12am/summary
summarytools,https://github.com/6chaoran/jupyter-summarytools
summit,https://github.com/sustainable-processes/summit
sumo,https://github.com/smtg-ucl/sumo
sunburst,https://github.com/klieret/sunburst
suncalc,https://github.com/kylebarron/suncalc-py
sup,https://github.com/ftzeng/sup
super,https://github.com/chauffer/super
SuperGLU,https://github.com/GeneralizedLearningUtilities/SuperGLU
SuperQuant,https://github.com/Fengbrain/SuperQuant
SUPPA,https://github.com/comprna/SUPPA
support,https://github.com/paypal/support
Supycap,https://github.com/AdaYuanChen/Supycap
sure,http://github.com/gabrielfalcao/sure
SuRF,https://github.com/cosminbasca/surfrdf
surface,https://github.com/internetimagery/surface
surfdist,https://github.com/NeuroanatomyAndConnectivity/surfdist
surfer,https://github.com/pypa/surfer
surfinFBA,https://github.com/jdbrunner/surfin_fba
surrogate,http://github.com/JASchilz/surrogate
survey,https://github.com/Exahilosys/survey
SurveyGizmo,https://github.com/ITNG/SurveyGizmo
surveyor,https://github.com/9seconds/surveyor
survival,https://github.com/ryu577/survival
survive,https://github.com/artemmavrin/survive
survivor,https://github.com/n-s-f/survivor
susan,https://github.com/undeadparrot/susan
sushi,https://github.com/toxinu/sushi
SUSTech,https://github.com/Iydon/pypi
SVC,https://github.com/aritztg/svc
svdb,https://github.com/J35P312/SVDB
svgwrite,http://github.com/mozman/svgwrite
svim,https://github.com/eldariont/svim
SVision,https://github.com/xjtu-omics/SVision
svm,https://github.com/kirbs-/svm
svn,https://github.com/dsoprea/PySvn
SVR,https://github.com/yuvarajicon/SVR
svtools,https://github.com/hall-lab/svtools
svtyper,https://github.com/hall-lab/svtyper
svviz,https://github.com/svviz/svviz
sw,https://github.com/pypa/sampleproject
swagger,https://github.com/noxan/python-swagger
swalign,http://github.com/mbreese/swalign
swallow,https://github.com/pagesjaunes/swallow
Swarm,https://github.com/Wykleph/Swarm
SwarmPackagePy,https://github.com/SISDevelop/SwarmPackagePy
swat,http://github.com/sassoftware/python-swat
swc,https://github.com/pesap/swc
SWELL,https://github.com/biavillas/swell
swga,https://github.com/eclarke/swga
swimlane,https://github.com/swimlane/swimlane-python
swing,https://github.com/monklof/swing
switches,https://github.com/dirn/switches
sxdm,https://github.com/WilliamJudge94/sxdm
sybil,https://github.com/simplistix/sybil
SyGMa,https://github.com/ridderl/sygma
Syllabus,https://github.com/thetianshuhuang/syllabus
sym,https://github.com/bjodah/sym
symfit,https://github.com/tBuLi/symfit
symlink,https://github.com/andrewp-as-is/symlink.py
symmetrize,https://github.com/RealPolitiX/symmetrize
Sympal,https://github.com/cacampbell/Sympal
Symple,https://github.com/harveyslash/Sympyle
SymSim,https://github.com/CSSFrancis/SymSim
symspellpy,https://github.com/mammothb/symspellpy
syn,https://github.com/mbodenhamer/syn
synapseclient,https://github.com/Sage-Bionetworks/synapsePythonClient
synbio,https://github.com/Lattice-Automation/synbio
sync,https://github.com/Knio/sync
synchro,https://github.com/instituteofcancerresearch/synchro
synergy,https://github.com/djwooten/synergy
synpy,https://github.com/mohd-akram/synpy
synth,https://github.com/ajg/synth
synthesizer,https://github.com/yuma-m/synthesizer
synthetica,https://github.com/synthetica-bio/synthetica
synthia,https://github.com/dmey/synthia
synthpop,https://github.com/udst/synthpop
syrupy,https://github.com/tophat/syrupy
systematic,https://github.com/hile/systematic
SystemCmd,http://github.com/AndreaCensi/system_cmd
systemd,http://github.com/mosquito/python-systemd
systems,https://github.com/lethain/systems
t2d,https://github.com/gabriel-milan/t2d
ta,https://github.com/bukosabino/ta
Tabata,https://github.com/realitybytez/Tabata
Tabby,http://github.com/signed0/tabby
table,http://github.com/eseraygun/python-table
tableau,http://github.com/moriyoshi/tableau
tableone,https://github.com/tompollard/tableone
tablets,https://github.com/craiglabenz/tablets
tabula,https://github.com/ronniedada/tabula
tabulate,https://github.com/astanin/python-tabulate
Tachyon,https://github.com/KalraA/Tachyon
taco,http://github.com/grahambell/taco-python
tacs,https://github.com/Swall0w/tacs
TADLib,https://github.com/XiaoTaoWang/TADLib
tadpole,https://github.com/echoyuanliang/tadpole
tagtog,https://github.com/tagtog/pytagtog
tak,https://github.com/marcin-saja/tak-http-server
tal,https://github.com/woodpav/tal
TA-Lib,http://github.com/mrjbq7/ta-lib
tally,https://github.com/dcwatson/tally
tandem,https://github.com/philippeller/dragoman
tangerine,https://github.com/kevinjqiu/tangerine
tangle,https://github.com/fifman/tangle
tanglegram,https://github.com/schlegelp/tanglegram
tapas,https://github.com/tapas-scaffold-tool/tapas
tapioca,https://github.com/globocom/tapioca
tapir,http://github.com/faircloth-lab/tapir
TAP-k,https://github.com/OntoGene/TAP-k
tardigrade,https://github.com/moshez/tardigrade
tarjan,http://github.com/bwesterb/py-tarjan
tarmac,https://github.com/peytondmurray/tarmac
tarsier,https://github.com/neuronist/tarsier
Tashaphyne,http://github.com/linuxscout/tashaphyne
task,https://github.com/matteyeux/task
Taskboard,https://github.com/Marceliny/Taskboard
tau,http://github.com/halst/tau
tax,https://github.com/ionelmc/python-tax
tax2tree,https://github.com/biocore/tax2tree
Taxicab,https://github.com/nathanrooy/taxicab
taxtastic,https://github.com/fhcrc/taxtastic
tbcalc,https://github.com/aripekka/tbcalc
tbl,https://github.com/AstromechZA/tbl
tbtools,https://github.com/twdb/tbtools
tc,http://github.com/rsms/tc
tcga,https://github.com/numpde/tcga
tciaclient,https://github.com/moritzschwyzer/tciaclient
Tcl,https://github.com/SCORPIA-oss/Tcl-repo
tcm,https://github.com/elliptical/tcm
tcpstat,https://github.com/caizixian/tcpstat
te,https://github.com/hubpav/te
teal,https://github.com/bustawin/teal
tec,https://github.com/thorwhalen/tec
tedana,https://github.com/me-ica/tedana
TEF,https://github.com/tll549/TEF
Telethon,https://github.com/LonamiWebs/Telethon
telomerecat,https://github.com/cancerit/telomerecat
telosb,https://github.com/sieben/telosb
tem,https://github.com/harisgusic/tem
tem_circlefind,http://github.com/awacha/tem_circlefind
temi,https://github.com/tongji-cdi/temi
temp,https://github.com/andrewp-as-is/temp.py
templating,https://github.com/andir/templating
Templer,https://github.com/Aisbergg/python-templer
tensiometer,https://github.com/mraveri/tensiometer
tensor2tensor,http://github.com/tensorflow/tensor2tensor
tensorboard,https://github.com/tensorflow/tensorboard
TensorMol,http://github.com/jparkhill/TensorMol
tensortools,https://github.com/ahwillia/tensortools
tep,https://github.com/dongfanger/tep
termux,https://github.com/AXDZ/termux
Terrascan,https://github.com/accurics/terrascan
terroir,https://github.com/f0rk/terroir
tes,https://github.com/deeshugupta/tes
tessera,https://github.com/tessera-metrics/tessera
tesseract-ocr,https://github.com/ratazzi/tesseract-ocr
tessitura,https://github.com/micahwalter/tessitura-tools
TestFile,https://github.com/V0il-ah/TestFile
testkraut,https://github.com/neurodebian/testkraut
TestSimple,https://github.com/gkbrk/testsimple-py
tetgen,https://github.com/pyvista/tetgen
tetris,https://github.com/xiaojieluo/tetris
TETyper,https://github.com/aesheppard/TETyper
texercise,https://github.com/RasmusHaugaard/texercise-cli
texim,https://github.com/spenly/texim
texshade,https://github.com/fasiha/texshade-py
text2vec,https://github.com/shibing624/text2vec
textblob,https://github.com/sloria/TextBlob
textdistance,https://github.com/orsinium/textdistance
texting,https://github.com/pydget/texting
textnets,https://github.com/jboynyc/textnets
textstat,https://github.com/shivam5992/textstat
texttable,https://github.com/foutaise/texttable
texture,https://github.com/rmed/texture
textX,https://github.com/textX/textX
tfest,https://github.com/giuliovv/tfest
tf-explain,https://github.com/sicara/tf-explain
tf-keras-vis,https://github.com/keisen/tf-keras-vis
TFL,https://github.com/Tapyr/tapyr
tflearn,https://github.com/tflearn/tflearn
tflite,https://github.com/jackwish/tflite
tgp,https://github.com/cli-games/launcher
th,https://github.com/nikitanovosibirsk/th
thermo,https://github.com/CalebBell/thermo
theta,https://github.com/idleuncle/theta
thinc,https://github.com/explosion/thinc
thompson,https://github.com/erdogant/thompson
thoughts,https://github.com/hofmanniac/thoughts
threader,https://github.com/choldgraf/threader
Threadripper,https://github.com/gongxiaoze/threadripper
three,http://github.com/codeforamerica/three
thulac,https://github.com/thunlp/THULAC-Python
thundersvm,https://github.com/Xtra-Computing/thundersvm
tia,https://github.com/bpsmith/tia
tic,https://github.com/tommartensen/tic
TICC,https://github.com/davidhallac/ticc
tide,https://github.com/wilvk/tide
tidytext,https://github.com/machow/tidytuesday-py
tidytree,https://github.com/tsalmon/tidytree
tifffile,https://github.com/cgohlke/tifffile
tiger,http://github.com/MostAwesomeDude/tiger
Tigger,https://github.com/bit-shift/tigger
tigre,http://github.com/varikin/tigre
tigreBrowser,https://github.com/PROBIC/tigreBrowser
tigris,https://github.com/rdempsey/tigris
til,https://github.com/kamyar/til
tile,https://github.com/ViliamV/tile
tim,https://github.com/olethanh/tim
timedata,https://github.com/rec/timedata
timedcapture,https://github.com/gwappa/python-timedcapture
timer,https://github.com/LucienShui/timer
timeseries,https://github.com/chriso/timeseries
timetree,https://github.com/6851-2017/timetree
timeview,https://github.com/j9ac9k/timeview
timex,https://github.com/stackforge/stacktach-timex
tims,https://github.com/MatteoLacki/tims
timsort,https://github.com/lehatrutenb/FastTimSort
tina,https://github.com/RSEmail/tina
tinc,https://github.com/AlloSphere-Research-Group/tinc-python
tinfo,https://github.com/richo/tinfo
tiny,https://github.com/jimjshields/tiny
tion,http://github.com/airens/tion
tip,https://github.com/pipname/tip
tissue,https://github.com/WoLpH/tissue
titan2,https://github.com/cbrews/titan2
tk,https://github.com/atranitell/TensorKit
TLAF,https://github.com/tusharsarkar3/TLA
tld,https://github.com/barseghyanartur/tld
tlx,https://github.com/eL0ck/tlx
tma,https://github.com/zengbin93/TMA
tmap,https://github.com/GPZ-Bioinfo/tmap
tmerge,https://github.com/jacobwindsor/tmerge
tmod,https://github.com/mystfox/python-tmod-tools
tmp,https://github.com/aclark4life/tmp
tmpdir,https://github.com/jeremybanks/tmpdir
tmu,https://github.com/cair/tmu
tn,https://github.com/thorwhalen/ut
tnet,https://github.com/mhjabreel/tnet
tnt,https://github.com/TwentyBN/tnt
to,https://github.com/chamrc/to
toc,https://github.com/youngrok/toc
ToE,https://github.com/yhqjohn/ToE
TOF-SIMS,https://github.com/Remi-Branco/TOF-SIMS-package
Toggle,https://github.com/JKL404/Toggle
toil-cwl-runner,https://github.com/DataBiosphere/toil
toil-vg,https://github.com/BD2KGenomics/toil-vg
tokenizer,https://github.com/mideind/Tokenizer
tokenizers,https://github.com/huggingface/tokenizers
tomber,https://github.com/reiven/tomber
toml,https://github.com/uiri/toml
tomography,http://github.com/indexmotion/python-tomography
tomy,https://github.com/Tomvictor/tomy
toolbelt,https://github.com/kadrlica/toolbelt
toolbox,https://github.com/synchronizing/toolbox
toolkit,http://github.com/yufeiminds/toolkit
Top,https://github.com/littlecodersh/Top
topaz,https://github.com/abatten/topaz
topicmodels,https://github.com/AmitKumarKushwaha/topicmodeling
Topics,https://github.com/NAMD/topicmodeling
topography,https://github.com/XDwightsBeetsX/topography
torchdiffeq,https://github.com/rtqichen/torchdiffeq
torchio,https://github.com/fepegar/torchio
torchsummary,https://github.com/sksq96/pytorch-summary
torchtext,https://github.com/pytorch/text
torchvision,https://github.com/pytorch/vision
torchxrayvision,https://github.com/mlmed/torchxrayvision
torque,http://github.com/thruflo/torque
torrent,https://github.com/JulianWww/torent
torus,https://github.com/agoragames/torus
total,https://github.com/daniellawrence/total
Toucan,https://github.com/mardix/toucan
touch,https://github.com/andrewp-as-is/touch.py
touchstone,https://github.com/gmaybrun/touchstone
tox,https://github.com/tox-dev/tox
toybox,https://github.com/podhmo/toybox
toyplot,https://github.com/sandialabs/toyplot
toytree,https://github.com/eaton-lab/toytree
tp,http://github.com/eduarbo/tp.py
tpi,https://github.com/iterative/tpi
tplot,https://github.com/JeroenDelcour/tplot
TPOT,https://github.com/EpistasisLab/tpot
TPP,https://github.com/saby2184/TPP
